campaignId,influencerId,likes,comments,shares,views
109,influencer_441,911,287,199,68422
104,influencer_312,1858,86,256,5709
100,influencer_583,3523,373,30,94549
100,influencer_312,4154,304,63,98768
110,influencer_898,74,919,270,67212
110,influencer_960,1534,920,229,79139
101,influencer_562,1747,485,277,53945
104,influencer_877,865,168,262,17105
103,influencer_542,4538,224,245,72936
103,influencer_321,1309,9,377,60456
108,influencer_260,3585,386,99,6345
110,influencer_308,3071,685,370,72797
101,influencer_131,2795,976,86,49839
107,influencer_799,3893,995,217,19882
109,influencer_553,2397,487,275,14333
108,influencer_311,1563,583,422,94666
110,influencer_29,2463,237,297,33203
108,influencer_79,4056,780,372,99834
106,influencer_581,3508,830,30,54474
106,influencer_834,1283,551,477,74959
109,influencer_543,2244,459,172,87715
106,influencer_423,2836,186,287,36742
104,influencer_764,3172,632,390,84024
105,influencer_711,1797,946,402,25879
105,influencer_222,2262,8,346,22317
101,influencer_225,455,256,38,27213
104,influencer_598,1792,967,22,59260
103,influencer_372,2772,413,158,63053
109,influencer_765,2319,885,254,39535
110,influencer_134,1614,290,99,5509
101,influencer_426,1781,180,471,25329
100,influencer_838,1857,550,203,97148
109,influencer_33,1539,797,250,44449
110,influencer_250,4466,966,153,22809
107,influencer_366,3068,225,267,74341
110,influencer_290,2467,602,29,26406
106,influencer_429,1389,31,281,89078
107,influencer_253,2158,658,267,22462
104,influencer_904,693,602,289,16705
104,influencer_55,261,535,381,25644
103,influencer_713,3344,810,98,9767
105,influencer_525,1623,832,205,80839
103,influencer_614,145,852,104,17418
100,influencer_244,1305,755,484,6490
110,influencer_342,2240,417,377,17071
105,influencer_252,4806,150,319,32439
105,influencer_368,2580,587,458,48600
101,influencer_145,923,977,329,52816
105,influencer_256,558,450,225,95417
103,influencer_477,1279,971,75,43616
103,influencer_578,2485,48,467,90258
101,influencer_211,3322,328,302,71202
106,influencer_701,1595,805,142,51798
109,influencer_598,446,374,226,41058
110,influencer_564,4738,613,191,28651
104,influencer_374,3328,759,334,76122
108,influencer_950,2586,594,215,74289
101,influencer_946,2826,34,303,97835
108,influencer_829,886,525,454,93353
103,influencer_658,992,634,203,17948
100,influencer_694,4609,881,249,55698
105,influencer_599,3863,503,174,81632
103,influencer_335,3991,805,55,16976
105,influencer_602,1879,241,136,55219
103,influencer_281,323,360,105,78037
104,influencer_723,1753,637,471,72246
103,influencer_741,1808,52,178,27830
104,influencer_770,2630,161,6,64509
107,influencer_472,4901,261,363,63610
106,influencer_574,3935,38,231,39140
106,influencer_543,3557,173,366,24420
104,influencer_390,1485,416,30,82140
102,influencer_58,3382,225,64,64713
103,influencer_149,1111,93,27,71584
103,influencer_257,4410,942,178,66050
110,influencer_3,3877,548,307,99110
110,influencer_69,4883,709,139,39330
110,influencer_40,1241,558,47,51676
104,influencer_633,4041,664,142,30273
107,influencer_62,446,718,217,37365
107,influencer_746,4062,408,210,11939
110,influencer_795,2359,521,361,37042
109,influencer_545,2104,719,103,42068
105,influencer_847,2023,362,473,89646
109,influencer_909,2406,479,103,77705
109,influencer_562,2357,76,294,9826
109,influencer_758,4168,740,45,94397
107,influencer_221,2982,978,418,5514
109,influencer_673,4548,490,176,36481
107,influencer_458,1306,571,431,15331
101,influencer_950,4778,433,388,97650
101,influencer_405,4803,996,145,80649
101,influencer_33,2967,893,450,65079
106,influencer_827,155,380,16,55071
110,influencer_436,215,467,49,15117
109,influencer_976,675,594,114,32438
100,influencer_894,378,798,34,95079
101,influencer_394,1397,485,300,43430
109,influencer_453,520,221,331,20213
109,influencer_379,3273,614,255,17311
108,influencer_579,1163,261,415,31740
110,influencer_369,1515,455,421,27594
104,influencer_995,2717,153,17,72414
109,influencer_963,4943,389,422,42821
100,influencer_303,4345,336,77,29281
110,influencer_903,4280,604,18,72011
100,influencer_71,1390,309,341,83775
103,influencer_55,4081,345,207,30978
104,influencer_338,3934,529,73,77537
102,influencer_616,2684,588,119,54220
102,influencer_927,2904,95,190,74242
101,influencer_409,2170,952,190,10685
104,influencer_751,200,30,370,66167
101,influencer_788,3947,609,420,20301
103,influencer_774,3600,585,349,68421
102,influencer_412,724,944,386,51715
103,influencer_77,4337,328,465,93930
106,influencer_106,3667,321,76,27387
110,influencer_534,844,274,230,50873
105,influencer_963,3923,812,309,88003
105,influencer_429,2395,51,170,54980
101,influencer_30,3018,796,363,57238
104,influencer_21,1612,924,61,16876
102,influencer_963,308,362,295,36495
106,influencer_861,2715,376,286,56930
101,influencer_516,2698,331,7,36865
105,influencer_465,3551,199,500,32182
110,influencer_314,3140,805,40,50801
108,influencer_805,1249,921,82,16695
108,influencer_362,1840,927,157,97896
109,influencer_411,4624,215,457,41335
108,influencer_186,3152,790,141,18479
106,influencer_815,4213,129,333,30220
108,influencer_123,2867,909,189,91315
100,influencer_43,4857,449,341,78162
106,influencer_317,3267,916,347,80271
104,influencer_673,2243,395,118,20827
107,influencer_314,2558,462,19,98050
108,influencer_803,432,435,136,16036
110,influencer_449,846,160,136,40675
107,influencer_237,4070,656,443,30401
100,influencer_39,2494,348,4,47439
106,influencer_471,2254,297,230,26942
102,influencer_667,1578,729,265,29225
101,influencer_342,249,288,470,26995
108,influencer_886,1500,839,401,90067
106,influencer_308,1196,377,9,12208
105,influencer_890,3106,525,404,81910
104,influencer_863,381,754,375,72631
110,influencer_88,1948,176,382,41575
101,influencer_940,2839,898,130,61281
106,influencer_700,3898,121,60,90329
100,influencer_780,4416,209,377,93081
100,influencer_694,3058,887,390,98653
109,influencer_731,4552,507,55,63218
108,influencer_745,2161,673,409,78606
107,influencer_747,1277,941,381,52292
101,influencer_632,1419,417,329,13331
105,influencer_448,1777,262,122,90844
110,influencer_744,2073,438,370,43382
109,influencer_855,3780,225,180,7421
103,influencer_757,3427,979,388,40365
104,influencer_706,3346,117,120,15265
101,influencer_729,315,200,347,5682
105,influencer_965,3354,299,483,93834
101,influencer_685,2962,755,430,6910
101,influencer_974,4570,89,411,23035
106,influencer_77,4217,981,358,33790
104,influencer_307,3787,81,128,5768
109,influencer_501,2932,687,369,93871
105,influencer_509,49,139,174,90070
109,influencer_598,3826,246,169,92224
104,influencer_945,2196,259,369,36737
102,influencer_149,3007,517,472,5098
108,influencer_25,927,109,68,66018
109,influencer_986,3956,869,129,89707
109,influencer_248,1672,241,444,31916
110,influencer_740,4975,676,314,20591
107,influencer_528,4190,850,81,89236
101,influencer_781,4614,729,397,88114
100,influencer_390,323,566,479,71940
102,influencer_30,1797,611,106,73843
109,influencer_830,2478,395,108,48828
104,influencer_662,1937,634,206,60917
106,influencer_442,106,361,205,76992
105,influencer_155,2162,517,340,18636
110,influencer_229,2235,210,4,32854
103,influencer_448,1294,554,14,91305
105,influencer_903,2950,660,444,88044
105,influencer_760,4035,764,108,76072
102,influencer_89,4386,594,289,98349
109,influencer_254,3057,343,464,65268
100,influencer_400,4328,388,352,48420
100,influencer_659,580,780,428,90368
103,influencer_343,3545,741,167,94163
100,influencer_819,710,937,3,11920
100,influencer_194,4072,971,430,53697
100,influencer_718,4476,347,191,34956
108,influencer_798,406,596,492,8275
101,influencer_903,4936,959,470,78263
109,influencer_19,1768,154,255,68704
106,influencer_490,3746,637,294,62687
100,influencer_407,4483,949,451,41706
104,influencer_139,1813,715,44,79582
105,influencer_761,2058,820,307,52742
100,influencer_193,2899,267,350,61149
103,influencer_467,3380,655,220,58509
109,influencer_73,4679,172,414,26675
109,influencer_901,4196,900,387,91677
100,influencer_3,2240,453,461,62492
105,influencer_606,1396,333,481,25537
103,influencer_624,1933,517,217,58983
110,influencer_19,1889,727,245,16949
100,influencer_295,1372,511,170,97521
106,influencer_253,4480,399,319,9297
107,influencer_230,2699,323,201,66074
105,influencer_742,1410,430,437,25537
107,influencer_377,2105,858,293,96190
108,influencer_507,935,438,148,70847
105,influencer_979,2409,68,177,56472
102,influencer_991,780,868,387,38383
102,influencer_160,228,579,33,95633
108,influencer_14,4332,880,448,44707
104,influencer_637,2042,360,396,37476
104,influencer_225,478,821,293,32989
100,influencer_797,1978,902,245,76774
100,influencer_955,1827,146,456,82965
103,influencer_105,521,389,247,13720
109,influencer_566,4444,649,46,37982
100,influencer_789,1904,700,422,65461
108,influencer_992,3179,100,251,99928
105,influencer_391,4787,404,367,89895
103,influencer_638,1738,176,229,2972
109,influencer_954,2643,398,229,82528
104,influencer_148,59,150,5,76474
102,influencer_819,2263,196,5,78480
103,influencer_527,4303,961,492,75732
106,influencer_441,3488,906,273,53701
103,influencer_417,2339,193,124,4139
108,influencer_766,464,114,251,41713
105,influencer_364,2516,767,61,11743
103,influencer_540,4394,731,475,20920
110,influencer_456,4498,579,30,47323
109,influencer_619,2120,31,345,55120
110,influencer_296,3862,831,318,46418
104,influencer_501,3046,996,312,52202
106,influencer_906,1983,997,240,12942
103,influencer_848,4904,42,326,6951
108,influencer_540,396,112,217,34396
102,influencer_881,3084,365,328,14819
105,influencer_698,4142,434,215,35528
110,influencer_998,1123,462,240,76568
106,influencer_869,2542,821,136,92711
101,influencer_269,1707,553,296,29174
103,influencer_201,261,484,133,59348
104,influencer_375,2646,323,30,9327
101,influencer_294,1678,544,233,51876
108,influencer_869,3629,867,135,87883
100,influencer_441,3728,146,97,5675
110,influencer_683,4949,928,319,90655
103,influencer_475,4054,188,268,63453
101,influencer_262,690,671,67,13317
102,influencer_705,3046,824,20,69546
102,influencer_951,1068,890,410,27599
106,influencer_168,1184,550,115,49028
102,influencer_96,953,163,155,47524
100,influencer_994,3118,502,10,75779
105,influencer_960,2740,323,143,17202
103,influencer_694,3315,518,291,90456
103,influencer_282,220,81,375,85741
106,influencer_230,3583,495,144,62321
110,influencer_64,4726,345,112,17600
109,influencer_549,3842,569,74,70654
102,influencer_908,4276,645,403,34181
110,influencer_44,770,951,22,23467
110,influencer_826,3586,569,118,69725
105,influencer_778,2569,663,196,78260
101,influencer_233,3482,405,89,6978
105,influencer_538,3853,737,470,14612
109,influencer_9,4064,400,105,48086
100,influencer_293,1296,695,163,67911
106,influencer_958,450,300,401,40265
108,influencer_914,2682,857,92,54513
109,influencer_915,3747,750,317,76112
110,influencer_710,3267,475,406,22269
108,influencer_471,4418,571,322,66009
103,influencer_807,272,523,347,94854
104,influencer_75,3635,415,346,5646
103,influencer_561,4644,474,170,38581
109,influencer_865,4500,938,260,20184
108,influencer_349,2394,369,137,16220
102,influencer_581,1775,121,434,20163
110,influencer_827,936,813,490,4205
103,influencer_503,2541,934,113,40234
104,influencer_542,1155,921,357,52798
110,influencer_524,296,183,252,89371
110,influencer_264,1978,202,443,25549
107,influencer_629,4492,581,238,23343
108,influencer_96,2720,576,453,63738
106,influencer_288,1229,491,480,22114
101,influencer_802,1730,236,228,66891
100,influencer_332,2973,856,378,18098
108,influencer_333,1059,854,360,56271
102,influencer_639,1478,643,263,56720
101,influencer_363,3092,478,244,76126
107,influencer_409,4453,932,256,67657
102,influencer_234,1961,948,223,14926
109,influencer_918,3311,943,211,83675
109,influencer_778,4207,477,281,12800
100,influencer_44,2012,806,438,30543
110,influencer_108,797,709,487,71333
103,influencer_188,2862,954,252,93244
100,influencer_509,2151,228,26,63746
106,influencer_456,146,882,434,16078
105,influencer_498,3001,118,268,70739
110,influencer_674,3541,50,18,97114
107,influencer_436,4438,873,362,19991
101,influencer_117,3818,811,436,65744
101,influencer_564,4128,430,110,88606
106,influencer_482,4741,571,335,9209
109,influencer_538,241,976,315,56994
105,influencer_442,2545,206,314,57983
109,influencer_679,2391,287,86,32586
100,influencer_63,1893,472,300,90811
103,influencer_594,2762,346,391,74542
101,influencer_630,4930,900,478,51510
103,influencer_830,3789,763,264,95815
110,influencer_657,2943,118,471,69492
108,influencer_43,3588,314,39,7177
107,influencer_447,4000,404,61,95136
101,influencer_289,2992,695,22,7979
105,influencer_946,4934,801,286,72753
100,influencer_504,4492,786,118,94914
100,influencer_80,4108,604,301,94808
102,influencer_264,3541,444,33,7324
107,influencer_469,1873,504,340,22266
103,influencer_203,4419,616,257,34540
103,influencer_479,4736,817,343,64033
109,influencer_228,1704,360,399,59690
110,influencer_209,4602,416,473,25583
103,influencer_465,1842,525,476,52136
106,influencer_386,2119,45,177,53692
102,influencer_570,3612,729,28,38442
105,influencer_401,578,110,133,94095
109,influencer_591,3778,295,307,67523
101,influencer_877,2859,729,173,73956
106,influencer_973,4474,390,456,85537
103,influencer_59,3764,239,345,40314
110,influencer_568,262,547,469,65004
104,influencer_809,1505,244,307,35223
101,influencer_489,2107,855,55,28544
102,influencer_645,3155,320,26,11275
105,influencer_518,4130,783,375,44400
106,influencer_813,3745,20,114,44960
106,influencer_215,1068,667,420,90065
107,influencer_4,1825,444,313,32584
110,influencer_827,1743,313,358,98705
109,influencer_434,323,92,420,36636
102,influencer_273,1637,651,450,8641
106,influencer_265,925,755,432,96345
108,influencer_33,3204,515,483,78537
102,influencer_215,3160,38,69,24220
101,influencer_841,481,978,314,23942
105,influencer_443,2852,321,380,98081
104,influencer_216,912,966,156,38776
105,influencer_584,2967,220,72,83747
101,influencer_155,3721,751,355,24216
100,influencer_318,1193,166,182,8632
109,influencer_508,48,133,8,9537
109,influencer_335,3128,680,422,80020
103,influencer_835,4231,465,377,31765
107,influencer_800,810,305,16,51166
110,influencer_424,774,125,117,15837
101,influencer_539,4295,672,496,5821
107,influencer_296,2311,9,250,48362
109,influencer_777,1596,787,108,58970
109,influencer_244,4048,477,40,15981
101,influencer_662,423,963,318,76551
107,influencer_765,2866,857,79,90309
104,influencer_135,1085,861,160,99026
100,influencer_494,537,669,488,91404
105,influencer_381,813,573,218,88393
104,influencer_55,1749,834,114,4487
108,influencer_353,347,533,55,79636
105,influencer_538,4327,978,278,9286
106,influencer_915,4921,127,326,60254
105,influencer_396,3615,674,322,62734
103,influencer_776,4237,465,52,37501
110,influencer_592,1396,16,320,79038
103,influencer_439,302,559,234,15601
107,influencer_913,1851,733,26,63431
100,influencer_30,2403,710,388,92869
105,influencer_606,4431,854,472,13919
103,influencer_744,232,489,122,46981
102,influencer_311,4235,836,500,69765
105,influencer_535,2759,895,470,83654
102,influencer_158,4004,687,278,64063
102,influencer_741,1809,546,341,63283
106,influencer_48,234,215,232,96419
100,influencer_414,195,109,195,61212
110,influencer_558,2335,564,355,83740
110,influencer_613,4129,433,50,61323
104,influencer_379,4179,190,144,79911
108,influencer_960,106,911,299,77309
104,influencer_208,967,344,56,15187
103,influencer_319,1979,790,267,78117
101,influencer_188,4055,704,33,55720
103,influencer_224,2096,685,479,11425
107,influencer_703,4439,115,36,70912
104,influencer_293,409,198,306,52149
109,influencer_236,1525,426,30,24568
105,influencer_541,1640,920,180,81480
101,influencer_425,548,199,98,4563
105,influencer_259,709,604,28,45776
101,influencer_977,4463,773,121,24806
101,influencer_900,1385,566,75,37209
110,influencer_752,2541,953,221,5808
107,influencer_991,4944,55,403,92340
100,influencer_325,3262,886,85,95351
100,influencer_887,3404,725,341,14523
106,influencer_991,1493,683,345,32558
103,influencer_558,1486,315,239,86222
110,influencer_694,1600,805,103,25127
108,influencer_355,2303,913,466,53988
110,influencer_220,4328,596,75,28387
108,influencer_41,4152,595,391,37127
106,influencer_67,2963,903,451,31444
106,influencer_98,570,109,279,59829
106,influencer_128,4486,275,494,59250
100,influencer_425,1036,318,310,59802
104,influencer_804,2398,394,490,10266
108,influencer_569,3363,72,438,19209
110,influencer_826,637,903,131,73433
110,influencer_910,2517,896,5,54566
101,influencer_31,1903,835,168,9556
102,influencer_460,1802,905,173,60641
105,influencer_974,734,533,270,70195
103,influencer_669,3032,948,368,82606
104,influencer_198,4895,783,206,46492
107,influencer_825,1106,606,414,13382
104,influencer_449,4571,102,450,65897
104,influencer_592,388,744,500,97800
104,influencer_186,3192,53,87,62823
105,influencer_963,3773,812,268,79033
107,influencer_6,2070,265,96,68127
110,influencer_167,911,298,387,5527
102,influencer_33,2288,324,151,12749
100,influencer_483,1821,782,34,81925
106,influencer_527,4980,810,462,40386
102,influencer_697,3687,428,359,86095
104,influencer_542,125,419,294,54190
105,influencer_953,2764,134,417,48169
103,influencer_750,527,984,489,65791
109,influencer_540,1683,782,221,53722
102,influencer_584,453,896,288,59277
107,influencer_463,203,750,30,37443
106,influencer_317,1699,439,481,38008
110,influencer_998,1597,948,248,15628
109,influencer_511,3545,499,238,71761
109,influencer_519,3036,949,87,11730
101,influencer_112,2211,680,242,13097
101,influencer_626,340,826,72,38708
101,influencer_814,3891,994,6,90505
105,influencer_782,1744,367,182,68360
110,influencer_447,2996,693,115,97357
100,influencer_295,1785,568,454,51674
100,influencer_735,626,859,156,94517
110,influencer_573,2554,177,268,42204
104,influencer_534,2817,900,255,59123
100,influencer_404,2848,345,378,41178
102,influencer_851,4637,817,212,84336
105,influencer_184,375,177,281,39055
107,influencer_891,1243,709,338,25648
102,influencer_251,4823,244,390,18923
103,influencer_198,2206,593,397,39147
105,influencer_516,1582,906,465,86033
100,influencer_754,944,463,391,87557
110,influencer_113,4104,722,244,36176
108,influencer_973,154,552,65,39544
103,influencer_112,2382,93,462,41649
103,influencer_118,653,479,374,36098
105,influencer_53,3774,806,249,90157
109,influencer_125,2511,562,179,79812
103,influencer_204,2645,777,328,75062
109,influencer_598,2864,315,436,34492
109,influencer_634,4875,880,11,78630
108,influencer_748,615,494,317,48587
101,influencer_589,2576,910,196,30821
102,influencer_724,771,513,455,49568
102,influencer_19,2845,659,216,9616
108,influencer_404,592,118,117,28611
108,influencer_398,2729,764,106,61167
109,influencer_26,332,261,240,80678
103,influencer_952,1632,540,43,48855
100,influencer_564,3325,486,343,60672
108,influencer_101,3949,869,428,83140
106,influencer_96,4790,888,290,70101
100,influencer_228,1823,223,73,26750
106,influencer_586,321,54,229,49208
101,influencer_378,4993,476,263,7140
109,influencer_755,1198,148,112,95278
102,influencer_423,4022,219,371,12466
110,influencer_553,2536,836,202,11467
106,influencer_967,97,82,37,43196
103,influencer_973,723,951,131,21415
103,influencer_827,4413,119,310,24205
109,influencer_554,1593,8,454,11418
108,influencer_59,2794,32,264,7618
109,influencer_486,312,331,136,65371
101,influencer_951,1397,395,125,97676
100,influencer_882,3523,242,493,6741
110,influencer_154,3942,667,194,39986
106,influencer_188,940,123,49,62183
104,influencer_767,3373,802,308,5569
103,influencer_38,4001,924,497,23303
100,influencer_913,2900,797,48,5696
109,influencer_435,345,56,256,60164
104,influencer_489,4636,177,339,71166
108,influencer_404,2698,425,423,33565
106,influencer_551,3432,889,349,80442
101,influencer_136,1625,997,497,71032
105,influencer_830,3595,305,117,62192
108,influencer_405,1612,134,323,31982
104,influencer_233,687,296,111,23958
101,influencer_72,1617,563,344,75813
101,influencer_959,1123,682,375,15966
110,influencer_781,1876,817,389,39150
109,influencer_41,486,978,428,75414
103,influencer_723,122,106,460,12165
109,influencer_943,3418,624,267,65609
107,influencer_549,2511,804,352,12610
107,influencer_801,1562,695,392,13785
101,influencer_696,1355,813,300,40582
103,influencer_340,145,263,317,77462
109,influencer_384,4441,917,400,42292
110,influencer_857,892,55,408,56378
108,influencer_954,443,419,279,73008
110,influencer_49,3166,20,158,90850
106,influencer_691,3280,395,52,10244
108,influencer_335,1610,714,32,52336
109,influencer_114,476,133,40,55569
106,influencer_182,4007,974,249,92415
107,influencer_96,2882,479,325,73151
110,influencer_526,192,958,395,14035
106,influencer_843,2274,358,200,22779
106,influencer_905,2214,881,132,54502
107,influencer_865,3709,70,381,28486
100,influencer_464,2930,929,425,66610
105,influencer_266,972,788,300,57639
100,influencer_706,2508,782,500,39032
109,influencer_726,379,722,13,8366
110,influencer_462,3784,504,380,66040
107,influencer_580,3154,684,242,73705
102,influencer_749,3740,552,417,63749
109,influencer_468,3270,966,136,80917
101,influencer_994,2329,942,411,14299
108,influencer_763,4496,728,286,27154
100,influencer_77,797,18,144,46497
109,influencer_70,4375,344,151,78097
102,influencer_915,4556,540,9,57005
103,influencer_79,4113,105,97,74569
106,influencer_798,180,795,221,39378
101,influencer_58,4536,212,284,13220
109,influencer_47,1633,749,104,35598
104,influencer_299,4400,580,268,83915
108,influencer_854,2703,534,261,45069
107,influencer_596,4178,784,364,73013
105,influencer_614,3065,442,342,40651
103,influencer_503,2210,235,30,44067
103,influencer_328,3628,65,480,70135
110,influencer_959,697,649,157,47141
109,influencer_596,4095,426,305,65471
105,influencer_695,616,433,235,88593
101,influencer_375,4157,794,340,20620
106,influencer_978,2617,750,444,18322
110,influencer_106,3544,230,356,32267
107,influencer_268,4114,36,283,63366
100,influencer_983,1901,714,147,22941
107,influencer_149,4061,388,36,81154
109,influencer_405,4954,225,196,17296
109,influencer_64,4786,956,405,16763
105,influencer_89,4264,762,283,46596
104,influencer_448,3997,799,462,73689
105,influencer_313,1608,261,69,79282
106,influencer_990,4989,988,376,65381
104,influencer_434,742,493,209,30460
101,influencer_722,3189,172,348,88735
108,influencer_768,4669,764,306,73314
102,influencer_534,158,513,244,90264
108,influencer_790,1373,302,403,33988
110,influencer_885,687,496,46,29750
105,influencer_760,2958,184,237,16509
105,influencer_574,1715,694,293,54370
100,influencer_889,2673,402,421,37118
105,influencer_314,3388,952,430,28438
101,influencer_361,478,12,46,1358
110,influencer_558,797,491,381,16378
107,influencer_610,3716,896,328,55845
110,influencer_246,2916,417,466,73447
107,influencer_894,3076,327,392,25160
105,influencer_206,172,651,54,82435
106,influencer_131,4216,633,126,45422
105,influencer_585,2423,481,132,99486
103,influencer_236,117,376,324,23826
110,influencer_994,2748,422,242,9320
108,influencer_319,4462,792,98,31259
106,influencer_504,4418,874,375,95826
103,influencer_628,3543,532,157,98114
102,influencer_897,3070,220,320,86858
100,influencer_350,299,554,105,17981
102,influencer_970,3407,54,164,59640
106,influencer_525,2373,883,485,76989
109,influencer_538,2592,114,298,21259
108,influencer_419,520,919,467,97725
110,influencer_175,255,763,281,20075
108,influencer_295,3115,335,368,14490
100,influencer_554,2887,723,57,86544
106,influencer_461,4511,456,311,27453
105,influencer_904,3356,641,117,21173
109,influencer_769,2672,726,224,25600
110,influencer_347,4384,570,238,64671
107,influencer_560,1936,28,252,6526
105,influencer_268,2396,832,256,44320
108,influencer_224,2951,577,403,22382
107,influencer_44,4250,685,284,55203
106,influencer_472,1726,210,104,91857
109,influencer_179,2084,745,446,18018
109,influencer_590,1976,640,479,25010
107,influencer_692,530,434,289,86598
104,influencer_442,739,125,234,24034
101,influencer_549,1728,296,243,71901
104,influencer_658,2784,823,196,99878
102,influencer_50,2825,81,381,27517
106,influencer_566,3115,347,76,90350
103,influencer_335,375,291,393,22610
108,influencer_995,43,258,295,15316
108,influencer_529,4587,610,362,18478
108,influencer_85,3756,174,174,51720
102,influencer_573,703,302,95,76046
103,influencer_870,3538,798,20,45446
110,influencer_376,2773,481,187,85478
108,influencer_726,2216,93,497,8525
110,influencer_988,590,511,116,47165
103,influencer_794,4212,107,279,84116
106,influencer_112,4976,793,347,67426
110,influencer_846,4993,87,354,78512
105,influencer_541,1576,126,22,7273
107,influencer_293,2686,337,74,34800
108,influencer_11,1517,811,115,99680
100,influencer_896,214,451,239,16326
105,influencer_704,1258,9,469,88777
109,influencer_208,2894,203,489,90094
107,influencer_466,42,977,327,98351
110,influencer_680,4172,729,307,80799
100,influencer_180,3937,492,334,15175
105,influencer_638,3315,909,378,39989
103,influencer_531,4912,5,294,58730
102,influencer_845,3679,17,192,67983
109,influencer_939,3861,859,196,97677
103,influencer_225,1420,154,436,77949
108,influencer_1000,1609,233,344,39368
104,influencer_465,2090,370,131,44200
108,influencer_421,2185,936,20,42726
106,influencer_423,2325,145,167,30295
104,influencer_385,4685,591,323,14620
107,influencer_21,2607,371,78,58378
103,influencer_921,402,136,286,30593
106,influencer_991,215,548,143,68376
104,influencer_243,908,158,417,53699
105,influencer_685,4765,473,397,70205
100,influencer_892,4844,522,149,70906
107,influencer_972,4045,606,490,73497
108,influencer_888,57,947,126,88067
104,influencer_387,4239,549,440,34308
101,influencer_14,4049,294,59,91246
110,influencer_994,458,239,137,88853
108,influencer_504,3872,914,385,58217
103,influencer_320,1328,116,165,46539
104,influencer_127,2747,485,419,54844
103,influencer_338,646,499,310,11896
102,influencer_625,4105,646,500,34242
103,influencer_544,1947,458,293,72930
110,influencer_228,2212,624,255,94384
105,influencer_958,3743,398,256,62334
108,influencer_731,4141,111,127,15145
108,influencer_100,3862,188,317,98171
108,influencer_436,1297,475,405,45509
108,influencer_157,1574,964,137,15582
110,influencer_167,4833,875,175,15735
108,influencer_532,1992,531,397,4171
101,influencer_826,1159,410,12,46818
109,influencer_215,921,209,416,86110
104,influencer_273,4140,730,86,31299
107,influencer_448,713,898,56,23836
103,influencer_466,79,424,24,38876
108,influencer_58,1360,825,57,75147
106,influencer_640,4747,566,431,44768
109,influencer_707,2904,381,3,35330
104,influencer_235,3409,739,239,83219
104,influencer_533,2402,455,14,6102
108,influencer_608,2189,941,237,65493
103,influencer_329,3550,247,288,84509
110,influencer_550,4187,298,290,83797
102,influencer_224,2836,192,151,31935
104,influencer_813,3538,125,22,62224
105,influencer_263,1005,228,124,22572
101,influencer_617,61,513,304,44308
104,influencer_32,663,649,435,48009
101,influencer_444,3998,32,42,13729
104,influencer_781,4252,701,449,50417
110,influencer_756,777,90,387,70100
109,influencer_476,829,246,236,10610
105,influencer_757,3189,180,1,99412
107,influencer_211,616,773,57,87795
104,influencer_64,2903,26,418,45583
106,influencer_212,4539,648,22,75462
100,influencer_116,3794,236,384,68742
109,influencer_611,3009,703,5,51929
108,influencer_968,3998,957,410,56489
110,influencer_22,3382,160,350,76665
107,influencer_730,2863,245,284,10699
103,influencer_980,1021,874,475,17335
110,influencer_103,3888,391,455,26030
104,influencer_54,3252,735,62,98479
101,influencer_744,417,458,211,80488
108,influencer_975,1474,1000,463,81383
110,influencer_881,2225,534,330,88270
106,influencer_179,2819,726,104,16910
106,influencer_17,272,426,453,79279
104,influencer_196,4248,769,222,21243
108,influencer_18,1092,758,305,61300
106,influencer_240,897,164,221,30159
103,influencer_310,853,647,315,41902
107,influencer_463,1086,672,321,41966
105,influencer_839,4930,137,28,49147
103,influencer_800,4402,389,104,91647
105,influencer_134,3740,987,79,31892
109,influencer_344,2094,735,204,47620
110,influencer_709,2416,645,68,86591
104,influencer_19,100,35,218,87153
106,influencer_130,1814,652,306,36755
106,influencer_546,4513,630,359,65112
108,influencer_995,1311,243,389,2111
103,influencer_8,4296,196,206,19569
106,influencer_821,3858,464,328,18389
103,influencer_625,3730,30,200,29394
109,influencer_219,3052,838,269,79775
109,influencer_504,20,430,303,57971
104,influencer_565,2893,410,126,73032
108,influencer_483,549,960,409,42619
108,influencer_266,3919,721,259,68652
109,influencer_261,78,333,227,81409
108,influencer_399,4420,337,336,79035
100,influencer_221,54,801,144,26741
106,influencer_271,2837,59,70,49336
104,influencer_697,1616,97,97,79805
109,influencer_916,4640,635,500,36426
105,influencer_80,2012,368,228,78797
105,influencer_404,2530,40,396,86416
101,influencer_169,1589,761,32,39760
106,influencer_116,3662,312,257,44854
106,influencer_333,4619,629,264,93491
110,influencer_555,3349,862,173,77159
108,influencer_191,1963,82,193,72265
105,influencer_262,3475,800,60,84778
110,influencer_678,3474,983,159,47116
108,influencer_242,3735,579,324,8915
110,influencer_629,582,53,388,56194
104,influencer_910,55,924,302,40278
110,influencer_838,971,270,61,22187
102,influencer_355,3374,209,354,27845
109,influencer_968,2696,41,257,81981
104,influencer_312,2089,880,396,35430
103,influencer_563,2555,447,136,87073
103,influencer_950,2720,747,191,88999
103,influencer_346,3622,55,80,81642
110,influencer_389,668,660,347,87959
108,influencer_209,1726,745,474,68474
104,influencer_841,1602,44,38,86840
102,influencer_296,4134,745,77,52811
102,influencer_152,2187,434,289,13498
101,influencer_734,3319,445,482,9454
104,influencer_528,3054,963,258,15014
110,influencer_448,4672,664,137,30140
103,influencer_93,4027,243,170,58808
